id,loan_amnt,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,active_credit,emp_title,purpose,zip_code,addr_state
5652,210000,240,3600,3,3,2,1197000,1,1,10,8.95,1.99,9748.17,73.18,34.12,1,355,Registered nurse,debt_consolidation,913xx,CA
5653,130000,240,2000,2,1,0,406000,1,0,20,11,0.01,15384.65,44.86,22.76,1,549,Captain,debt_consolidation,757xx,TX
5654,180000,240,2800,1,9,1,357000,1,1,20,7.05,-0.01,8019.65,50.78,30.12,1,314,toolmaker,debt_consolidation,073xx,NJ
5655,80000,240,1400,3,1,1,121000,0,0,10,5,0,7245.17,45.11,19.88,1,-3,call rep,major_purchase,981xx,WA
5656,210000,240,3700,3,10,0,287000,1,0,20,15.11,1.01,15870.35,93.58,24.88,0,269,Warehouse,debt_consolidation,810xx,CO
5657,60000,240,1200,5,3,1,303000,0,0,10,9.16,1.01,5768.65,47.54,13,1,0,Technician,debt_consolidation,385xx,TN
5658,100000,240,1800,3,7,2,275000,0,1,20,5.84,2,11334.17,59.86,7.24,0,439,titan america/ pro ash,debt_consolidation,210xx,MD
5659,200000,240,3400,2,10,0,218000,1,1,0,4.11,-0.01,1746.35,62.1,22.12,0,338,martins/giant foods,debt_consolidation,230xx,VA
5660,60000,240,1000,2,1,0,139000,0,0,20,15.11,0,2872.83,33.91,27.88,0,-3,Commercial Service Representative,debt_consolidation,782xx,TX
5661,200000,300,2400,4,10,1,274000,1,0,30,9.89,-0.01,14099.17,67.72,32,1,0,Driver,debt_consolidation,054xx,VT
5662,200000,300,2500,4,7,0,483000,1,0,20,12.89,0,7769.17,48.21,27.76,0,275,nypd,debt_consolidation,100xx,NY
5663,220000,300,3100,5,4,0,331000,1,0,30,13,1.01,4631.83,37.52,27.65,1,296,Bus Operator,debt_consolidation,212xx,MD
5664,70000,240,1100,2,2,2,490000,0,1,10,11.11,0.01,31503.52,83.81,33.35,0,330,Havertys,medical,347xx,FL
5665,300000,300,3300,3,6,0,377000,1,0,30,8.16,-0.01,30538,76.28,28.12,1,338,Journeyman,debt_consolidation,790xx,TX
5666,80000,240,1400,3,10,0,228000,1,0,10,9.11,0,6176.17,48,19.76,0,-1,assistant supervisor,car,027xx,MA
5667,100000,300,1200,3,8,1,118000,1,0,20,9.05,0.01,3022.35,20.1,16.76,1,285,Patrol Driver,debt_consolidation,958xx,CA
5668,210000,300,2600,3,5,1,297000,1,0,20,7.95,0.01,27457,60.06,24.35,0,341,Variety Media LLC,debt_consolidation,900xx,CA
5669,90000,240,1400,1,6,0,259000,1,1,10,4.05,-0.01,427.65,0.24,11.12,0,-3,usps,small_business,210xx,MD
5670,100000,240,1700,3,1,1,119000,1,0,20,15.95,-0.01,11559.48,86.82,31.12,1,2,Software Engineer / App Developer,debt_consolidation,282xx,VA
5671,200000,300,2700,5,10,1,281000,1,0,20,8.11,0,2190.35,22.69,16.35,0,0,FIS,debt_consolidation,337xx,FL
5672,90000,240,1500,3,10,1,273000,0,0,20,17.84,0,6873.17,41.22,28.65,0,283,McGraw-Hill Education,debt_consolidation,432xx,OH
5673,130000,300,1700,4,2,1,172000,1,0,30,8.11,0.01,3522.48,96.71,40,1,0,collections rep,debt_consolidation,297xx,SC
5674,40000,240,700,3,4,1,200000,0,0,10,7.05,0,723.65,5.44,13.24,0,3,Cash Logistics Supervisor,debt_consolidation,207xx,MD
5675,140000,300,1500,2,10,0,207000,1,0,20,6.95,0.01,8502.83,55.84,22.12,0,2,Oregon State Police,debt_consolidation,973xx,OR
5676,70000,240,1100,1,2,1,369000,1,1,30,17.89,0,11639,48.26,48.76,1,2,Insurance Agent,debt_consolidation,234xx,VA
5677,180000,300,2400,5,1,0,215000,1,0,30,9.89,0.99,1796.83,9.99,34,0,-1,home health aide,debt_consolidation,142xx,NY
5678,80000,300,1000,4,5,0,176000,1,0,30,6.95,0.01,4394.52,48.48,19.76,1,295,Post Commander,debt_consolidation,900xx,CA
5679,90000,240,1500,3,10,1,300000,1,0,30,13.84,1,8982.65,59.16,40.24,1,291,corrections officer,debt_consolidation,134xx,NY
5680,120000,300,1600,5,7,1,294000,1,0,10,4.05,0.01,1673,66.42,11.24,0,1,Supervisor ,debt_consolidation,706xx,LA
5681,120000,300,1500,5,3,1,200000,0,0,10,6.89,-0.01,10558,68.1,15.24,1,0,Warehouse Manager,debt_consolidation,281xx,NC
5682,90000,240,1700,4,6,0,255000,1,0,10,10.95,0.01,3954.83,28.72,15.35,1,302,Inside Sales Consultant,debt_consolidation,087xx,NJ
5683,110000,240,1800,2,10,0,310000,0,0,10,2.89,0,4306,24.76,17.12,1,-3,Supervisor,debt_consolidation,921xx,CA
5684,120000,240,2000,2,3,0,231000,0,1,20,18.05,-0.01,27777.83,67.36,32.12,0,583,Illinois Balanced and Restorative Justic,debt_consolidation,618xx,IL
5685,50000,300,600,4,9,0,506000,1,0,20,12.89,0,31300.65,69.5,26.76,1,399,Financial Services Professional,other,145xx,NY
5686,200000,240,3400,3,7,1,328000,1,0,10,6.05,-0.01,3171,15.44,10.88,1,11,Accounting Dept,major_purchase,331xx,FL
5687,90000,300,1200,6,2,1,322000,1,0,10,25.11,0,8389.35,55.79,30.65,0,480,Copier Products,debt_consolidation,130xx,NY
5688,110000,300,1400,4,7,0,256000,0,0,10,9.95,0.01,8317.35,52.46,36.65,1,-1,auto damage adjuster ,debt_consolidation,232xx,VA
5689,120000,240,2300,5,5,1,203000,1,0,30,9.95,-0.01,2229.83,40.78,13.12,0,-7,cna,debt_consolidation,949xx,CA
5690,200000,300,2400,3,1,0,356000,1,0,20,19.11,0.01,16549,64.34,32.12,0,-6,The Insco Dico Group,debt_consolidation,770xx,TX
5691,350000,300,4900,5,3,0,840000,1,0,20,13.84,0.01,51100.17,82.71,46.12,0,328,Naval Healt Clinic New England,debt_consolidation,028xx,RI
5692,80000,240,1300,3,1,0,226000,1,0,30,10.95,0.01,12148.65,62.69,32.88,1,5,RN,credit_card,572xx,SD
5693,90000,240,1400,2,6,0,126000,1,0,20,12.16,0.01,17484.35,47.92,19,0,7,lsg sky chefs,debt_consolidation,762xx,TX
5694,240000,300,2900,3,2,1,403000,1,0,30,18.05,0,22735.17,51.24,28.76,0,-516,West boca medical center,debt_consolidation,330xx,FL
5695,140000,240,2600,4,2,1,210000,0,0,30,12.11,0.01,4889.52,48.42,49.24,0,0,Heavy Equipment Operator,debt_consolidation,775xx,TX
5696,140000,300,1800,4,7,1,237000,1,0,20,9.95,-0.01,8089.83,95.52,21.88,0,10,eligibility worker,debt_consolidation,952xx,CA
5697,160000,300,1900,3,5,0,207000,1,0,10,4.11,0.01,6869.35,68.56,7.88,1,1,Securatex LTD,home_improvement,607xx,IL
5698,150000,240,2500,2,10,2,264000,1,1,20,12.95,0,16317.83,58.78,24.24,0,425,Office Manager,debt_consolidation,756xx,TX
5699,140000,300,2000,6,10,1,200000,1,0,30,8,-0.01,9689.83,84.36,24.65,0,-6,supervisor,debt_consolidation,336xx,FL
5700,350000,240,6000,3,4,1,597000,1,0,10,21.95,0.01,43510.83,32.7,24.88,1,307,Vice President Technology,debt_consolidation,113xx,NY
5701,160000,240,2900,5,10,1,274000,1,0,20,14.95,2,15295,56.42,23.24,1,-1,Analyst,debt_consolidation,958xx,CA
5702,30000,300,400,6,3,0,350000,1,0,0,4.11,0,55.09,11.6,5.24,0,5,Verizon,home_improvement,206xx,MD
5703,180000,300,2100,3,1,1,170000,1,1,20,10.05,0,17495.52,46.68,39.65,0,359,Kirlins Hallmark,major_purchase,440xx,OH
5704,150000,240,2700,4,8,0,362000,1,0,20,14.84,1.99,9291.65,78.51,45,1,361,Assistant Principal,debt_consolidation,474xx,IN
5705,250000,300,3600,6,10,0,337000,1,0,30,13.84,0.01,27940.17,88.92,38.35,1,277,First Sergeant / E8,debt_consolidation,735xx,OK
5706,50000,300,800,7,1,1,192000,1,0,10,5.89,0,4770.83,96.29,9.76,0,2,"AMS Servicing, LLC",other,142xx,NY
5707,160000,240,2500,1,4,0,1156000,1,1,10,16.11,0.01,40755.17,50.86,59.88,0,331,Project Manager/ Engineer,debt_consolidation,352xx,AL
5708,80000,300,1000,3,10,1,219000,1,0,20,5.05,-0.01,6020.83,65.52,15.88,0,338,EMPIRE MERCHANTS LLC,debt_consolidation,112xx,NY
5709,50000,240,800,1,10,0,403000,0,1,10,5.84,0.01,-313.74,-0.12,11.76,1,347,Code Compliance Officer,car,930xx,CA
5710,100000,240,1700,3,1,0,559000,1,1,20,11.84,0.01,19847.17,75.52,26.88,1,460,Fire Chief,credit_card,974xx,OR
5711,200000,240,3500,3,6,1,300000,1,0,30,18,0.01,3747.17,18.79,17.76,1,304,Manager,debt_consolidation,296xx,SC
5712,200000,240,3200,1,3,0,303000,1,1,20,15.11,-0.01,22717.52,32.86,33.12,1,387,Technician,credit_card,080xx,NJ
5713,300000,300,4100,5,9,0,398000,1,0,30,32.11,-0.01,22794.83,47.48,55,0,286,Underwriter,debt_consolidation,135xx,NY
5714,180000,300,2300,4,10,2,204000,1,0,30,8.89,0.01,22045.35,70.62,22.24,0,462,NYS DOCCS - Upstate Correctional Facilit,debt_consolidation,129xx,NY
5715,100000,240,1700,3,4,1,281000,0,0,20,5.84,-0.01,10214.17,89.42,8,1,-2,store manager,debt_consolidation,146xx,NY
5716,270000,240,4700,4,1,1,436000,1,0,30,16.95,-0.01,56592.17,61.5,24.24,1,395,Associate ,debt_consolidation,201xx,VA
5717,70000,240,1300,4,8,0,142000,1,0,30,9.16,0.01,2607.65,64.1,22.12,1,-8,meat cutter,debt_consolidation,618xx,IL
5718,250000,300,3400,5,5,1,303000,1,0,30,19.11,0,12642.35,55.62,44.24,1,0,E 5,debt_consolidation,086xx,NJ
5719,310000,300,4600,6,3,1,490000,1,0,20,12,0,27100.83,69.72,39,0,441,Fresenius Medical Care North America,credit_card,380xx,TN
5720,350000,300,4700,5,6,1,418000,1,0,10,3.89,0.01,11565.52,69.6,19.76,0,0,MCKESSON,credit_card,750xx,TX
5721,100000,240,1700,3,1,0,291000,1,0,20,5.05,0.01,14151.52,89.34,18.88,0,284,M + W Group,debt_consolidation,852xx,AZ
5722,80000,240,1300,2,2,1,130000,0,1,10,4.95,0.01,8838,77.5,8,0,0,CBS  COLLINS BUILDING SERVICES,debt_consolidation,070xx,NJ
5723,350000,240,6100,3,10,0,403000,1,0,10,11.89,0.01,34949.48,52.64,22.65,0,344,vp incident mgt,debt_consolidation,945xx,CA
5724,240000,300,3500,6,10,0,353000,1,0,20,16.84,0.01,17587.65,67.36,26,0,343,Cox Communications,debt_consolidation,856xx,AZ
5725,200000,300,2400,3,3,2,405000,1,0,20,17.89,1.01,22925.35,78.96,27.24,1,342,National Small Business Manager,credit_card,750xx,TX
5726,80000,240,1300,1,6,1,187000,0,1,10,3.95,0.01,1107.65,24.78,5.76,0,-8,mermaid corp,medical,114xx,NY
5727,50000,240,800,2,6,1,169000,1,0,20,13.11,0.01,1586.35,48,24.76,0,282,SERVER,debt_consolidation,191xx,PA
5728,100000,240,1600,3,1,1,303000,1,1,20,14.11,-0.01,4444,38.06,35.24,1,387,RN,debt_consolidation,350xx,AL
5729,100000,240,1600,2,10,0,221000,1,0,10,18.11,0.99,9680.83,33.3,38.24,1,361,Oregon Health Authority,credit_card,973xx,OR
5730,120000,240,2000,3,10,1,166000,0,0,20,2.89,-0.01,7370,85.7,14.35,0,318,Target Corporation,debt_consolidation,489xx,MI
5731,100000,240,1600,2,1,0,756000,1,1,10,10,-0.01,25634.65,92.92,15.88,0,354,adjuster,debt_consolidation,333xx,FL
5732,120000,300,1500,5,1,1,260000,1,0,40,21.95,0.01,13025.48,66.36,27.35,0,1,ERP Developer,credit_card,080xx,NJ
5733,210000,300,2500,4,10,0,427000,1,0,10,14,0.01,15088.65,37.74,37.65,1,338,Electrical Engineer,debt_consolidation,110xx,NY
5734,200000,240,3600,4,1,1,700000,1,0,20,10.11,1,11231.83,56.19,19.76,0,-2,General sales manager ,debt_consolidation,330xx,FL
5735,120000,240,2200,4,3,1,178000,1,0,30,7.11,0,13517.83,95,9.12,1,1,"Accentcare of California, Inc. ",credit_card,921xx,CA
5736,350000,300,4900,5,1,1,760000,1,0,10,12.11,0.01,13929.52,89.9,27.12,1,302,Office Manager/ Executive Assistant ,debt_consolidation,100xx,NY
5737,140000,240,2500,3,5,1,350000,1,0,10,6.11,0.01,24527.17,61.16,8,0,3,Eteaminc,debt_consolidation,073xx,NJ
5738,50000,240,700,2,2,0,206000,0,1,20,2.95,1,811.17,60.48,25.65,1,321,Department of Public Safety Officer,car,653xx,MO
5739,110000,300,1300,3,3,2,168000,1,0,30,4.89,0.01,24444.48,83.14,20.88,1,300,Craig Orthodontics,other,730xx,OK
5740,150000,240,1900,3,9,0,606000,1,0,10,17.11,-0.01,427.65,0,40.76,0,352,Fair Havens Center,educational,331xx,FL
5741,280000,240,5200,5,5,1,360000,1,0,10,6.95,0.01,3495.48,32.18,21,0,-1,forfeiture support associates,debt_consolidation,209xx,MD
5742,40000,240,700,5,1,1,200000,1,0,10,8.89,0.01,10999.48,61.14,9.76,0,-561,Cafe Fiorello,small_business,100xx,NY
5743,80000,240,1500,4,10,2,306000,1,0,20,18.11,0.99,12795.83,44.04,35,1,340,Jones brothers,other,797xx,TX
5744,30000,240,500,5,4,0,234000,1,0,40,15.95,1,6009.52,29.54,19.12,1,2,plant mechanic,debt_consolidation,913xx,CA
5745,50000,240,800,3,1,1,97000,0,0,0,15.89,-0.01,879,17.61,22.24,0,2,PSR,major_purchase,196xx,PA
5746,100000,240,1700,2,4,1,244000,0,1,10,5.16,0,6851,76.52,16.65,0,6,Executive Chef,debt_consolidation,432xx,OH
5747,210000,300,3000,6,4,0,225000,1,0,10,10.05,1,11372,45.38,33.76,1,0,Staff Accountant,debt_consolidation,014xx,MA
5748,10000,240,300,4,10,0,163000,1,0,30,12.11,0.01,1165.17,12.2,31.24,1,4,Senior Recruiter,home_improvement,850xx,AZ
5749,50000,240,900,4,3,0,122000,1,0,30,15.11,0.99,4773,43.88,37.24,1,269,LPN/Health Services Manager,debt_consolidation,243xx,VA
5750,250000,240,3700,1,9,1,505000,0,1,10,8.84,0,12626.65,12.16,23.88,0,293,Contract Analyst Principal,debt_consolidation,432xx,OH
5751,150000,300,1400,1,10,0,610000,0,1,10,9.05,0,14963.17,32.3,20,1,365,Warrant Officer,home_improvement,363xx,AL
5752,120000,240,2000,2,4,1,173000,1,1,30,6.95,0,26099.35,84.44,13.24,0,429,Itron,credit_card,992xx,WA
5753,120000,300,1400,4,2,1,356000,1,0,0,4.05,0.99,3128.35,55.41,13,0,-1,Transportation Engineering Specialist,debt_consolidation,850xx,AZ
5754,230000,240,3700,2,1,1,353000,1,1,10,7,0.01,4196.52,59.22,11.88,0,-4,Mortgage Banking Underwriter,debt_consolidation,105xx,NY
5755,150000,240,2500,2,6,0,469000,0,0,10,6.95,0.01,217399.35,44.21,12.76,0,391,Applation LLC,credit_card,852xx,AZ
5756,180000,300,2400,4,10,0,615000,1,0,20,9.11,0.99,9675.35,72.48,28.12,0,298,foreman,debt_consolidation,676xx,KS
5757,250000,300,3000,3,5,0,503000,1,0,20,7.05,-0.01,18012.83,95.7,29.12,0,280,Director,debt_consolidation,282xx,NC
5758,240000,300,2700,2,3,0,425000,1,1,30,10.11,0.01,30177.65,95.76,37.65,0,409,Legacy Health System,credit_card,986xx,WA
5759,80000,240,1500,5,10,0,384000,1,0,10,6.89,-0.01,14.17,32.12,49,0,270,Student Conduct Administrator,other,212xx,MD
5760,40000,240,700,3,5,1,147000,0,0,20,8,-0.01,7587.52,84.32,10.88,0,-6,holler honda,other,328xx,FL
5761,120000,240,1800,1,4,1,198000,1,1,10,6.05,0,11150.17,38.66,9.12,1,-6,Security Officer,debt_consolidation,606xx,IL
5762,80000,240,1400,2,1,0,311000,1,1,30,15.05,0.01,37487.65,85.92,35.35,0,3,Schneider Electric,debt_consolidation,063xx,CT
5763,200000,240,3500,3,3,1,519000,1,0,20,10.16,-0.01,9244.35,96.22,21,0,341,MANAGER,debt_consolidation,100xx,NY
5764,70000,240,1300,4,1,1,172000,1,0,10,24,-0.01,5846.65,59.26,45.12,1,-4,Data Analyst,debt_consolidation,787xx,TX
5765,90000,240,1700,4,10,1,209000,1,0,20,11,1.01,4328.65,41.66,22.88,0,270,Security,debt_consolidation,122xx,NY
5766,100000,240,1800,3,5,0,178000,1,0,30,6.84,0,12307.35,57.58,16.65,0,278,Stock Lead,debt_consolidation,336xx,FL
5767,300000,300,4200,5,10,1,353000,1,0,20,20.89,1.01,19197.83,39.59,45.88,0,331,Manager,credit_card,940xx,CA
5768,90000,240,1900,6,10,0,160000,1,0,20,16.11,0,17775,71.88,22.65,0,1,Area Supervisor,debt_consolidation,731xx,OK
5769,130000,240,2400,5,1,1,510000,0,0,20,22.84,0.01,24425.35,90.71,49.76,0,0,rn case manager,debt_consolidation,078xx,NJ
5770,50000,240,1000,6,10,1,494000,1,0,10,4.11,0,886.17,84.6,14,0,311,Senior Programmer ,small_business,197xx,DE
5771,90000,240,1600,4,6,1,200000,0,0,10,6.05,-0.01,7361.35,91.99,7.76,0,278,Metropolitan Exposition Services,debt_consolidation,070xx,NJ
5772,70000,240,1200,3,4,0,503000,0,1,10,14.84,0.01,9196.52,59.54,41.12,0,417,director of nursing,debt_consolidation,267xx,WV
5773,150000,240,2600,3,5,1,346000,1,0,20,7.11,-0.01,6244.52,61.98,18.24,0,-4,mm hiezer,debt_consolidation,890xx,NV
5774,100000,240,1600,2,6,0,438000,1,1,20,7,0,16020.83,97.11,13.76,1,0,Cost Accountant,medical,221xx,VA
5775,200000,240,3800,5,8,0,225000,1,0,30,14,0,7113.35,27.41,35.35,0,-3,Repair and safety Coordinator,debt_consolidation,420xx,KY
5776,120000,240,2200,3,5,1,148000,1,0,20,14.95,0,16909.35,47.39,21.35,1,0,machine operator ,debt_consolidation,112xx,NY
5777,70000,240,1200,4,7,0,235000,1,0,20,8.95,0.01,3544,46.36,22.35,0,317,Program Accountant,debt_consolidation,191xx,PA
5778,100000,300,1400,5,1,0,193000,1,0,30,9.95,0.01,15695.17,61.89,32.88,1,405,Dispatcher,debt_consolidation,032xx,NH
5779,20000,240,400,4,3,1,210000,1,0,0,7.05,-0.01,1047.65,1.96,9.12,0,493,homeowner claims adjuster ,debt_consolidation,730xx,OK
5780,80000,240,1300,2,9,2,244000,1,1,10,9.05,-0.01,8652.65,64.51,12.12,0,-8,BARTENDER,credit_card,783xx,TX
5781,30000,240,400,3,10,0,159000,0,0,40,8.05,0.01,4133.83,66.16,20.76,0,272,Preschool Teacher,debt_consolidation,937xx,CA
5782,130000,300,1600,3,10,1,119000,1,0,20,6.84,0,10370.65,65.32,13.88,0,0,vons,credit_card,917xx,CA
5783,130000,300,1500,3,10,1,615000,1,1,10,11.16,-0.01,4793.52,26.26,29.88,1,486,aircraft mechanic,debt_consolidation,850xx,AZ
5784,80000,240,1400,3,10,1,240000,0,0,10,8.05,0,4224,37.46,24.12,0,-2,ACCOUNTING ASST,debt_consolidation,945xx,CA
5785,120000,240,2100,3,2,1,262000,0,0,20,10.11,0.01,8458.83,86.56,13.24,0,-5,Director of Youth and Young Adult Minist,debt_consolidation,850xx,AZ
5786,70000,240,1100,4,10,0,665000,1,0,10,13.89,0,5487.48,23.74,29.12,1,344,engineer,other,822xx,WY
5787,220000,300,3100,5,10,2,250000,1,0,20,14.11,0.01,27343.35,50.62,38.65,1,300,Pumper,credit_card,668xx,KS
5788,90000,240,1500,2,3,0,310000,0,1,20,8.11,0.01,18757,83.88,15.24,0,6,MeadWestvaco ,debt_consolidation,294xx,SC
5789,240000,300,2500,1,1,0,606000,1,1,20,14,-0.01,23517.65,34.84,36.24,0,337,Workforce Insight,credit_card,770xx,TX
5790,250000,240,4300,3,10,0,350000,1,0,20,14.05,0.99,15665.83,70.52,20,1,345,Director,debt_consolidation,326xx,FL
5791,230000,240,3800,2,10,0,357000,1,1,20,12.05,0,25119.65,83.7,31,0,-3,First Sergeant,credit_card,765xx,TX
5792,150000,300,1700,3,6,1,219000,1,0,20,9.89,0.99,8925.17,37.86,21.35,1,307,Crown Equipment,credit_card,453xx,OH
5793,100000,240,1900,4,1,0,198000,0,0,10,3.89,-0.01,7088.17,40.38,12,1,297,K&E Plastics Inc.,other,121xx,NY
5794,70000,240,1100,2,9,1,187000,1,1,20,9.89,0.01,4565,77.99,24.24,0,7,Neiman Marcus,debt_consolidation,921xx,CA
5795,350000,300,5100,6,10,0,1003000,1,0,10,10,-0.01,50738.52,80.04,19.76,1,311,Arson Investigator,major_purchase,950xx,CA
5796,180000,300,2400,5,10,1,231000,1,0,30,8.05,0.01,7959.17,86.9,15.65,1,7,sheraton maui resort,other,967xx,HI
5797,10000,240,200,3,10,0,186000,0,0,20,16.89,0.01,13672.83,57.74,47,0,338,Barker Microfarads,debt_consolidation,243xx,VA
5798,40000,240,600,2,2,0,276000,1,0,30,11,0.01,14289.17,47.81,19.24,0,285,Platform Validation Tech,debt_consolidation,972xx,OR
5799,180000,300,2500,5,6,1,235000,1,0,30,10.89,0.01,10949.35,68.29,15.24,0,276,cnyddso,debt_consolidation,134xx,NY
5800,50000,240,900,4,4,1,347000,0,0,30,10.95,-0.01,26186.83,80.22,17.76,1,299,Alarm Detection Systems,medical,601xx,IL
5801,220000,240,4100,4,8,1,244000,1,0,20,8.11,0,22491,66.46,22,0,314,Enterprise Rent a Car,debt_consolidation,436xx,OH
5802,120000,240,2200,4,3,0,300000,1,0,20,16.84,0,20481.83,85.28,40.76,0,464,Yes We Can Day Care Center,home_improvement,112xx,NY
5803,120000,240,2000,3,10,0,175000,0,0,30,10.11,0,15616.17,75.41,13.65,1,3,Housekeeper,debt_consolidation,452xx,OH
5804,270000,300,3400,3,1,0,350000,1,0,30,15.89,0.01,30284.48,78.82,41.35,1,341,ALEXANDER OIL,debt_consolidation,782xx,TX
5805,70000,240,1200,3,5,1,160000,0,1,20,18.95,0,9307.48,45.16,24.35,1,446,packer,debt_consolidation,465xx,IN
5806,80000,240,1300,4,4,1,390000,1,0,10,7.16,2.02,4985.17,55.66,26,0,0,Systems Analyst,debt_consolidation,125xx,NY
5807,120000,300,1500,4,9,0,409000,1,0,20,6.11,-0.01,292.26,2.81,26.24,0,485,acme bus corp,other,119xx,NY
5808,50000,240,800,2,6,1,160000,1,0,0,4.05,0.01,160.35,2,5.24,0,0,Cyd International,debt_consolidation,800xx,CO
5809,80000,240,1300,4,6,0,422000,1,0,20,17.16,-0.01,15722.35,87.62,43.12,0,0,Marriott International,debt_consolidation,967xx,HI
5810,180000,300,2500,7,10,0,903000,1,0,20,30.05,0,49344,83.6,56.76,0,361,Monroe Medi Trans,small_business,144xx,NY
5811,30000,240,500,3,1,0,261000,0,1,20,8.95,0.99,6440.17,64.76,48.76,0,474,LPN,debt_consolidation,895xx,NV
5812,330000,300,4700,6,10,0,425000,1,0,20,9.11,1.01,14154,32.32,37,1,-516,District Sales Manager,debt_consolidation,704xx,LA
5813,60000,240,1200,7,1,0,603000,0,0,30,21.89,0.01,38480.48,54.64,52.24,0,489,Lear Siegler Inc,credit_card,324xx,FL
5814,80000,240,1300,3,3,0,309000,0,0,20,8,0.01,2321.17,18.86,24.24,0,296,NCA Partners,debt_consolidation,750xx,TX
5815,100000,240,1700,5,3,0,159000,1,0,40,10.89,0.99,14826.83,70.06,27.65,0,351,Office Manager,debt_consolidation,300xx,GA
5816,280000,240,4300,1,3,1,397000,1,1,10,8.89,-0.01,18416.65,52.12,9.76,1,-3,programmer analyst,credit_card,750xx,TX
5817,190000,300,2500,4,10,0,389000,1,0,10,5.89,0,6626.65,71.54,14.76,0,482,ABC company ,home_improvement,945xx,CA
5818,70000,240,1200,2,10,0,260000,0,0,20,11.11,-0.01,2825.17,23.62,38,1,370,Medical/Legal Assistant,home_improvement,370xx,TN
5819,240000,300,3000,4,1,0,294000,1,0,20,10.16,0.01,33038,88.38,20.88,0,286,Grader Operator,debt_consolidation,547xx,WI
5820,150000,240,2500,3,5,1,269000,1,0,20,19.11,0.01,10401.83,32.1,21.24,1,2,Sales rep,debt_consolidation,953xx,CA
5821,150000,240,2600,3,10,0,706000,1,0,20,10,0,8860,67.48,23.12,0,298,Representative,debt_consolidation,352xx,AL
5822,230000,240,3900,2,5,1,260000,1,0,20,21.05,-0.01,17222.35,40.74,40.88,0,305,howards appliances,credit_card,928xx,CA
5823,200000,300,2400,3,10,0,385000,1,0,10,9,0.01,10756.17,65.06,22.65,0,296,Sales rep,debt_consolidation,606xx,IL
5824,210000,240,3600,3,10,0,501000,0,0,10,12.11,0,37310.52,72.2,26.35,0,317,centurylink,debt_consolidation,546xx,WI
5825,60000,240,1000,3,5,2,210000,1,0,20,5.89,1.01,7565.17,59.56,6,1,344,Warehouse Clerk,debt_consolidation,130xx,NY
5826,50000,240,700,1,1,2,131000,1,1,0,3,0,2418.83,10.96,3,0,-3,DP Products,major_purchase,953xx,CA
5827,160000,240,2600,2,7,0,644000,0,0,20,21.95,0,17586.83,32.98,29.24,1,3,Police Officer,debt_consolidation,104xx,NY
5828,180000,300,2400,4,10,2,339000,1,0,20,10,0.01,33164.83,32.71,11.76,1,0,HAZMAT,debt_consolidation,311xx,GA
5829,130000,300,1900,6,10,1,225000,1,0,40,10,-0.01,26218.17,80.12,32.88,1,3,nursing,other,921xx,CA
5830,100000,240,1500,1,1,0,331000,1,1,10,13.84,0.01,23542.35,45.12,27.88,1,372,social work supervisor,debt_consolidation,010xx,MA
5831,220000,240,3600,2,9,1,496000,1,0,20,28.11,1,20709.17,55.61,49.24,0,284,Petroleum Landman,debt_consolidation,705xx,LA
5832,120000,300,1400,3,1,1,256000,1,0,30,21.05,0.01,14679,86.78,33.12,0,7,Accounting Clerk,credit_card,105xx,NY
5833,110000,300,1500,5,1,1,237000,1,0,20,11,0,10661.52,85.36,39.35,0,275,Provident Savings Bank,debt_consolidation,945xx,CA
5834,180000,300,2200,3,6,1,299000,1,1,30,24,0,19891.17,44.52,36,0,366,lead operator,credit_card,601xx,IL
5835,90000,240,1500,4,10,0,327000,1,0,30,18.05,0.01,18172.17,66.58,45.76,0,10,assist chef,debt_consolidation,908xx,CA
5836,300000,300,4500,7,8,0,705000,1,0,20,30.11,0,26481,78.34,37,0,-5,Solutions Architect,debt_consolidation,082xx,NJ
5837,280000,240,4400,1,10,0,561000,1,1,20,8.84,-0.01,24544.17,87.62,20.65,1,420,Network Engineer,debt_consolidation,300xx,GA
5838,120000,300,1500,3,1,1,126000,1,0,10,2.89,-0.01,2263.17,71.04,5.24,0,-7,Olson Energy Service,other,980xx,WA
5839,180000,300,2300,4,10,0,283000,1,0,40,13,1,15077.65,90.29,45.12,1,278,production associate,debt_consolidation,433xx,OH
5840,100000,240,1800,3,10,1,357000,1,1,30,18,0,24597.17,38.52,27,1,417,flight attendant,debt_consolidation,940xx,CA
5841,100000,300,1200,4,5,0,559000,0,0,20,11.11,2,10452.52,92.18,17.24,1,297,IT Manager Support Services,debt_consolidation,074xx,NJ
5842,210000,240,3400,2,10,0,713000,1,1,10,13.95,-0.01,41693.52,95.92,29.76,0,595,Manager,credit_card,300xx,GA
5843,60000,240,1000,3,9,0,522000,1,0,10,8.95,0.01,6673.35,59.2,21,1,311,Manager,debt_consolidation,801xx,CO
5844,200000,240,3100,1,3,0,505000,0,1,10,16.89,0.01,29530,39.58,39.88,1,7,Software Engineer,debt_consolidation,300xx,GA
5845,170000,240,2900,4,1,1,188000,0,0,20,11.89,0.01,24773.65,86.82,22.35,0,2,Time Communications,debt_consolidation,551xx,MN
