id,loan_amnt,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,active_credit,emp_title,purpose,zip_code,addr_state,loan_status
2484,200000,240,3400,2,8,0,335000,1,20,8.16,0.01,27338.65,58.54,27.24,0,313,SALES MANAGER,credit_card,335xx,FL,1
2485,350000,300,4900,6,10,0,619000,1,30,24.89,0.01,97582.17,65.88,46.12,0,405,Sales Rep,credit_card,240xx,VA,0
2486,160000,240,2800,3,1,1,203000,1,20,33.16,0,9733.83,55,44.24,0,-5,pca,debt_consolidation,060xx,CT,0
2488,100000,240,1700,3,2,0,190000,1,10,9.95,0.01,10537,70.44,12.35,1,-4,Computer Operator,debt_consolidation,276xx,NC,0
2489,100000,240,1700,3,2,1,188000,0,20,19.11,0.01,6976.65,84.39,31.35,1,342,Patient Care Coordinator ,debt_consolidation,761xx,TX,0
2490,60000,240,1000,2,10,2,204000,1,10,10,1,4861.17,32.52,22,1,286,chief-cooking,credit_card,800xx,CO,0
2491,150000,300,1900,4,10,0,400000,1,20,10.11,0.01,7387.65,36.68,28.88,1,299,promise medical aerocare,debt_consolidation,782xx,TX,0
2493,70000,240,1100,2,9,0,97000,1,30,6.84,1.01,37420.35,91.9,21.12,1,3,Teacher,credit_card,279xx,NC,1
2495,100000,240,1600,2,3,0,339000,0,0,18.95,0.01,5802.17,75.91,43,0,-4,Police Officer,debt_consolidation,606xx,IL,1
2497,110000,300,1300,3,2,1,246000,1,20,5.16,0.01,10080.65,76.72,20.88,1,278,Farm hand,credit_card,575xx,SD,0
2498,280000,300,3800,5,3,2,555000,1,20,14.11,0.01,36823.83,73.1,35,0,277,Flow metric,debt_consolidation,194xx,PA,0
2499,60000,240,1000,4,10,2,272000,1,20,22.05,0,21640.65,72.12,51.12,0,516,MENTAL HEALTH WORKER,small_business,208xx,MD,0
2500,230000,300,2600,3,10,0,500000,0,20,19.95,0,51070.83,65.16,57.88,1,406,Athletic Director/Supervisor of non-core,credit_card,190xx,PA,1
2501,80000,240,1300,2,10,1,372000,0,20,10.89,0,20303.17,84.64,25.76,1,359,Oaktree Brokerage,debt_consolidation,201xx,VA,1
2502,110000,240,1900,4,2,1,399000,1,20,29.16,0.01,963.83,3.8,41.88,0,-2,Merck,debt_consolidation,194xx,PA,0
2505,50000,240,900,5,4,2,130000,1,20,6,0,4058.35,74.32,8.24,0,318,Macy's Galleria,other,891xx,NV,0
2506,80000,240,1400,3,4,1,198000,1,20,10.16,1,9027.65,58.18,18.24,0,9,Executive Admin. Assistant,debt_consolidation,476xx,IN,0
2507,180000,240,3000,3,7,1,419000,1,20,20.11,1.01,14590.83,45.9,46.12,0,351,RN,debt_consolidation,951xx,CA,0
2509,230000,240,4000,2,2,1,241000,1,10,4.05,0.01,9942.17,70.02,23,0,-2,Emergent Medical Associates,debt_consolidation,908xx,CA,1
2510,150000,240,2300,1,10,1,390000,1,10,7.89,2,14814,76.89,30.35,1,330,Superintendent,credit_card,100xx,NY,1
2511,60000,240,900,1,1,2,198000,0,20,8.11,0.01,4524.17,53.68,14.76,1,325,Manager,other,792xx,TX,1
2515,260000,300,3300,4,10,0,300000,1,20,9.84,0.01,23938.35,58.76,30.76,0,289,Aircraft Mechanic,debt_consolidation,853xx,AZ,0
2518,80000,240,1500,4,10,0,316000,1,10,19.95,-0.01,10553.83,89.58,42,0,300,Capital One,debt_consolidation,238xx,VA,0
2519,120000,240,1900,2,1,1,162000,0,20,24,0.01,10816.83,70.01,42.76,1,-7,service specialist,credit_card,494xx,MI,1
2523,200000,240,3500,4,10,0,637000,1,20,20.95,-0.01,15746,37.52,43.76,0,382,Director of Human Resources,debt_consolidation,930xx,CA,0
2524,200000,300,2300,3,9,0,290000,1,30,13.89,0,45656.65,59.88,24.88,1,270,Quality Supervisor,credit_card,810xx,CO,0
2525,120000,240,1900,1,9,0,406000,0,30,13.05,0,17903.17,50.7,20.88,1,483,Business Coach,debt_consolidation,346xx,FL,1
2527,70000,240,1400,4,2,0,653000,1,10,15.89,0.01,-99.91,0.1,36,0,300,United,major_purchase,729xx,AR,0
2528,90000,240,1500,2,6,0,204000,1,20,15.95,0.01,6078.35,88.62,18,0,294,Store Manager,credit_card,655xx,MO,1
2529,280000,300,3300,3,10,0,403000,1,20,6.89,0.01,25057.17,52.24,11.24,1,-1,Deputy Sheriff,debt_consolidation,955xx,CA,0
2530,100000,240,1700,2,5,1,963000,0,10,7.89,0.01,14688,81.81,11,0,1,KPMG LLP,debt_consolidation,600xx,IL,1
2531,80000,240,1300,2,10,0,235000,0,30,16,0.01,7028.83,18.74,30.12,0,581,Engineering Technician ,credit_card,774xx,TX,0
2532,180000,240,2700,1,10,2,256000,1,20,8.11,-0.01,9866,12.3,15.12,0,285,General Partner,home_improvement,326xx,FL,1
2533,90000,240,1500,2,2,1,300000,0,10,12.95,0,12140.48,28.12,17.65,0,-7,TWIN CREEK HOSPITAL,debt_consolidation,752xx,TX,0
2536,270000,300,3500,4,10,1,297000,1,20,8.89,-0.01,33752,71.14,22.35,0,288,enlisted,debt_consolidation,622xx,IL,0
2539,100000,240,1600,2,8,1,300000,1,0,8.11,0.99,4939,32.74,28.12,0,490,house person,credit_card,941xx,CA,0
2540,50000,240,900,4,1,1,803000,1,0,9.11,-0.01,10472.48,67.56,17.65,1,8,LPN,moving,546xx,WI,0
2541,50000,240,1000,3,1,1,190000,1,30,20.84,0.01,18816.17,76.1,34.65,0,271,Byran Company,debt_consolidation,926xx,CA,0
2545,210000,300,2900,5,10,0,410000,1,10,10.11,1,13242.83,68.19,17,1,319,Teacher,debt_consolidation,117xx,NY,0
2546,90000,240,1400,2,2,2,175000,1,10,9,-0.01,11688,43.24,11.88,0,0,Mail Carrier,debt_consolidation,347xx,FL,0
2549,200000,240,3100,1,9,0,635000,1,20,12,-0.01,40853.35,86.19,17,1,-589,Interventyion Specialist,debt_consolidation,410xx,KY,1
2550,80000,240,1300,2,10,0,388000,0,20,13.05,-0.01,9138.35,59.64,27.88,0,297,Field Operations Manager,debt_consolidation,365xx,AL,1
2551,200000,300,2000,2,10,0,374000,0,10,13.11,-0.01,20651.65,49.82,31.12,1,516,City Planner,credit_card,815xx,CO,0
2552,160000,240,2700,2,3,0,230000,1,20,14.95,0.01,18013.48,35.46,23.12,1,0,Truck Driver,debt_consolidation,378xx,TN,0
2553,50000,240,900,3,5,1,200000,1,30,9.16,0.99,2164,60.58,19.76,0,0,Supervisior,other,573xx,SD,0
2555,80000,240,1200,2,9,0,230000,0,10,7.11,0.01,9896.83,23.1,17.12,0,-2,Network Admin,credit_card,984xx,WA,0
2556,200000,300,2800,6,5,1,278000,1,20,9,0.01,10847.35,67.34,16.88,0,483,Flight Paramedic,debt_consolidation,210xx,MD,0
2557,60000,240,1000,1,1,1,184000,1,20,12.89,0,12787.17,74.61,21.88,1,467,Tour Accountant,credit_card,913xx,CA,1
2558,160000,240,2900,4,2,1,314000,1,20,13,-0.01,18812.35,56.29,24.24,0,2,Accountant,vacation,968xx,HI,0
2559,90000,240,1300,1,10,0,444000,0,30,12.05,0.01,9737.48,42.5,26.76,0,290,Tax Manager,debt_consolidation,774xx,TX,1
2560,40000,240,700,2,1,2,95000,0,10,10.05,0,5648.48,44.94,29,0,4,Buffalo Wild Wings,debt_consolidation,633xx,MO,0
2561,100000,240,1700,2,10,1,206000,1,20,13.89,0,10959.52,67.96,17.76,1,1,Ganahl Lumber Company,credit_card,927xx,CA,1
2562,100000,240,1600,2,10,0,265000,1,10,9.89,-0.01,28953.52,83.11,22.12,0,486,Public Education Specialist,debt_consolidation,956xx,CA,1
2565,320000,240,5600,4,10,1,550000,1,20,8.11,0,5664.35,49.42,19,1,7,Commercial agent,debt_consolidation,175xx,PA,0
2567,170000,300,1900,2,10,1,357000,1,20,9.95,0.01,8802.17,66.78,32.35,1,7,Foreman,credit_card,967xx,HI,1
2568,280000,300,3200,3,1,0,510000,0,20,11.16,0.01,35853.48,75.42,29.65,1,422,Owner,debt_consolidation,363xx,AL,1
2569,80000,240,1400,3,3,1,247000,1,20,10.89,2,4324.52,65.2,13.88,1,8,Sales Manager,credit_card,750xx,TX,0
2570,100000,240,1800,2,10,1,251000,0,10,10.84,0,8614,50.58,31.76,1,6,Administrative Assistant,other,110xx,NY,0
2572,140000,240,2500,3,3,0,719000,1,10,8.84,0,11408,77.1,17.24,0,7,Aprendamos,debt_consolidation,880xx,NM,0
2575,120000,240,1900,1,10,0,597000,0,10,11.89,0.01,31096,56.1,37.12,1,455,President,debt_consolidation,752xx,TX,1
2576,280000,240,4400,1,1,1,655000,0,30,16.84,0.01,39084,75.24,63.12,1,311,Pharmacist,credit_card,960xx,CA,1
2577,190000,300,2500,5,10,1,306000,1,40,16.16,0.01,18558.83,74,19.76,1,0,Gardener/Caretaker,debt_consolidation,913xx,CA,0
2578,40000,240,600,2,1,1,200000,1,20,8.84,0.99,3033.83,49.74,22.12,1,5,Manager,credit_card,972xx,OR,0
2581,100000,240,1600,1,2,1,209000,0,10,10.05,0.01,4602.65,15.28,14.76,0,403,kllm transport services,debt_consolidation,641xx,MO,1
2582,120000,300,1500,4,1,0,297000,1,10,11.05,-0.01,8649,58.18,21,1,298,Activity Assistant Floor Lead,credit_card,562xx,MN,0
2583,210000,300,2400,3,8,2,454000,1,10,11,0.01,14490.65,33.94,26,1,283,Chief Operating Officer,debt_consolidation,301xx,GA,0
2584,60000,240,1100,3,2,1,107000,1,30,6.84,0.01,4960.83,75.78,7.35,0,3,Parts Speciallist,credit_card,301xx,GA,0
2585,260000,240,4400,3,2,1,735000,1,10,15.89,-0.01,26003.65,58.8,42.24,0,452,Radiography Program Director,debt_consolidation,916xx,CA,1
2586,350000,300,4500,5,10,0,424000,1,20,28.16,0,29518.65,73.92,46.76,1,-3,Operations lead,debt_consolidation,665xx,KS,0
2590,50000,240,900,3,1,0,300000,0,10,12.11,0.01,18301,53.76,19.35,0,1,Payroll Anaylist,other,144xx,NY,0
2591,90000,240,1500,2,4,0,325000,1,10,8.05,1,8504.65,59,15.76,0,279,PA Retail Market Manager,debt_consolidation,189xx,PA,1
2592,150000,240,2500,2,9,1,210000,0,30,8.89,-0.01,14477.65,71.48,20,1,1,Accounts Receivable,debt_consolidation,494xx,MI,1
2593,50000,240,900,4,2,1,269000,0,20,19.84,0,23801.17,81.08,30,0,535,Sales,credit_card,932xx,CA,0
2594,350000,240,5600,1,10,1,406000,1,10,13.89,0,53441.17,23.26,22.76,0,383,Geosyntec Consultants,house,300xx,GA,1
2595,140000,240,2400,3,1,1,324000,1,30,9,0.01,17493.52,62.69,14.76,0,-6,Instructional Designer,other,015xx,MA,0
2597,120000,240,2100,3,5,1,569000,0,20,13.11,0.01,6657.52,28.52,31.88,1,272,Clinical Nurse Manager,debt_consolidation,801xx,CO,0
2598,110000,240,1900,3,1,1,303000,1,30,13.05,-0.01,9854.65,40.38,18.24,1,-4,Hosting Support Consultant,debt_consolidation,851xx,AZ,0
2600,280000,300,3400,3,10,0,478000,1,20,8.05,0.01,37239.35,85.6,29,0,7,GREENWICH TWP POLICE DEPT,credit_card,080xx,NJ,0
2603,180000,240,3100,4,1,1,210000,1,10,5.95,0.01,11538.65,74.36,23.24,0,-1,IT professional,debt_consolidation,606xx,IL,0
2605,130000,240,2300,2,10,0,506000,1,20,13,0,12197.17,63.18,35.88,0,285,crounse corporation,debt_consolidation,410xx,KY,1
2607,300000,300,4200,6,10,1,456000,1,10,5.11,0,31551.48,97.18,18,0,281,APP Pharmaceuticals,debt_consolidation,606xx,IL,0
2608,120000,240,2200,5,1,1,260000,0,30,5.05,0,5995.35,88.72,7.76,1,-1,Stavros fiscal intermediary service,other,026xx,MA,0
2609,280000,240,4200,1,2,0,906000,1,10,10.84,0,13498.65,20.26,32.88,0,325,Owner,debt_consolidation,860xx,AZ,1
2611,120000,300,1400,3,10,1,197000,1,30,10.89,0.01,7187.65,43.78,37,0,334,Teacher,debt_consolidation,656xx,MO,0
2615,280000,240,5600,6,10,1,378000,1,10,5.05,-0.01,1464.83,23.6,28.76,0,328,Owner,debt_consolidation,496xx,MI,0
2617,80000,240,1200,4,7,1,158000,1,20,19.95,1.01,13749.65,15.62,32.35,0,449,Loan Officer,debt_consolidation,483xx,MI,0
2620,100000,240,1700,2,1,1,153000,0,20,6.95,-0.01,8513,54.66,9,1,-2,abb optical group,credit_card,333xx,FL,0
2623,180000,300,2200,3,5,1,356000,1,20,21.05,0.01,20650.83,67.4,50,0,339,Operations Manager,debt_consolidation,297xx,SC,0
2624,120000,240,1800,1,1,1,415000,0,10,10.11,-0.01,18053.48,30.38,39.24,0,409,David's Bridal,debt_consolidation,194xx,PA,1
2626,120000,300,1400,3,9,0,215000,1,30,16.11,-0.01,436.65,-0.12,30.12,1,279,Operatons Manager,home_improvement,637xx,MO,0
2627,90000,240,1600,4,10,0,261000,1,30,11.89,-0.01,49292.52,68,17.76,0,303,Supervisor,debt_consolidation,067xx,CT,0
2630,140000,240,2100,1,10,0,343000,1,10,6.16,-0.01,22574.52,55.78,15.24,0,347,Federal Bureau Of Investigation,credit_card,064xx,CT,1
2634,170000,300,2000,3,4,0,384000,1,20,13.16,0.01,13511,45.8,48.24,1,337,Deputy Section Manager,credit_card,973xx,OR,0
2637,250000,300,3300,4,10,0,282000,1,20,8.84,-0.01,16471,55.14,14.35,0,-6,Clausen Electric,debt_consolidation,950xx,CA,0
2638,90000,240,1500,2,1,1,200000,1,20,20.16,0,9296,35.38,22.88,1,3,Teacher ,debt_consolidation,335xx,FL,0
2639,150000,240,2300,2,7,1,380000,1,10,6.11,0.01,5079,50.04,13.65,0,0,sr claims adjuster,debt_consolidation,109xx,NY,0
2640,50000,240,900,3,2,1,147000,1,20,8.16,-0.01,4767.83,50.49,13,0,2,B-1 Aircraft Maintainer,debt_consolidation,796xx,TX,0
2641,160000,240,2600,2,10,0,797000,1,20,11,-0.01,47147.83,92.64,23,0,307,Pipefitter,debt_consolidation,021xx,MA,1
2642,300000,240,5600,5,10,0,505000,1,20,17,0.99,15904,41.21,21.65,1,400,Product Manager,debt_consolidation,945xx,CA,0
2643,100000,240,1700,2,4,0,223000,0,10,5.89,1,11225,40.44,12.88,0,309,Client Service Rep,credit_card,535xx,WI,0
2644,90000,240,1500,2,7,0,182000,0,20,20,-0.01,32011.48,64.61,45.65,0,338,PNC Bank,debt_consolidation,441xx,OH,1
2645,50000,240,800,2,5,2,269000,1,10,7.84,0.99,3449.65,29.96,19.88,1,7,Manager,vacation,640xx,MO,0
2646,220000,300,2600,3,10,0,537000,1,20,15.16,0,41744.83,77.72,48.35,0,376,Los Angeles County Department: DCFS,debt_consolidation,902xx,CA,1
2648,350000,240,5500,1,3,1,453000,1,20,6.16,0.01,40263.35,85.28,26,1,357,Bartender,home_improvement,021xx,MA,1
2649,220000,240,4200,5,10,0,317000,1,20,14.89,0.01,14507.48,61.88,40.35,0,439,Assistant Principal,debt_consolidation,712xx,LA,0
2652,100000,240,1600,2,5,0,350000,1,20,20.05,0.01,8960.83,30,28.24,0,296,Office Manager,credit_card,275xx,NC,0
2653,220000,300,2500,3,3,1,363000,1,10,7,-0.01,10012,68.34,18.88,1,-1,Commodity Manager,debt_consolidation,172xx,PA,0
2654,170000,240,2900,3,10,0,622000,1,20,17.11,0.01,43899.35,56.74,34,1,338,Senior Executive Assistant,home_improvement,017xx,MA,0
2655,170000,300,2300,6,1,1,320000,1,10,8,-0.01,8438.35,48.41,12.76,1,0,Fireproofing Foreman,major_purchase,941xx,CA,0
2656,50000,240,800,2,4,0,144000,0,20,6.11,0,6826.17,59.49,27.24,0,3,Case Coordinator,credit_card,297xx,SC,1
2657,110000,300,1500,5,1,1,269000,1,10,5.95,0.01,14963.65,86.89,6,1,1,Licensed Vocationall Nurse,debt_consolidation,900xx,CA,0
2660,160000,240,2900,4,2,1,299000,0,10,5.89,0,7973.35,58.14,14.76,0,1,Healthcare Services Group Inc.,credit_card,606xx,IL,0
2661,80000,240,1200,1,10,2,250000,0,30,9.05,0.01,16658.65,43.12,14.76,1,388,Manager,major_purchase,936xx,CA,1
2664,150000,300,1800,3,1,0,240000,1,10,7.05,-0.01,2112,41.31,16.76,1,-2,Director of Finance,home_improvement,495xx,MI,0
2666,40000,240,700,3,10,0,205000,0,30,13.11,0.01,17580.35,85.54,26.76,0,-2,order operations supervisor,debt_consolidation,606xx,IL,0
2667,120000,240,2200,4,10,0,368000,1,30,9.05,-0.01,30206.52,72.19,27.65,0,345,Production Mgr,small_business,851xx,AZ,0
2668,250000,300,3000,3,10,0,278000,1,20,6.11,-0.01,16775.52,51.29,21.65,0,297,Branch Manager,debt_consolidation,971xx,OR,0
2670,160000,240,2600,2,2,1,316000,0,20,5.11,0,10189.65,61.48,24.12,1,438,Quality Assurance Specialist,debt_consolidation,762xx,TX,1
2672,180000,300,2600,6,10,2,453000,1,20,12.11,0.99,7831.52,31.39,38.76,1,389,service tech,debt_consolidation,953xx,CA,0
2673,50000,240,900,3,2,1,285000,1,10,3,2,922.17,74.99,4.88,0,-2,Equipment Technician,debt_consolidation,201xx,VA,0
2676,200000,240,3400,3,6,0,615000,1,30,21.95,0.99,23491.17,53.76,62.24,0,272,controller,credit_card,333xx,FL,0
2678,110000,240,1900,3,10,0,428000,0,20,5.89,-0.01,12953.17,81.8,23.35,0,340,Knights Market,credit_card,481xx,MI,0
2680,230000,240,4100,4,10,0,294000,1,20,5.89,0.01,14387.83,71.82,23.12,1,286,Superintendent,debt_consolidation,781xx,TX,0
2682,350000,240,5800,3,10,0,2672000,0,10,6.89,-0.01,12430.65,44.59,26,0,360,Division President,debt_consolidation,487xx,MI,1
2683,130000,300,1300,2,10,0,220000,0,20,13.16,-0.01,13023.83,26.16,24.76,0,6,SALES,debt_consolidation,245xx,VA,0
2684,130000,240,2300,4,7,1,309000,1,20,8.11,2,3904.65,57,26.76,0,338,Motor carrier specialist II,debt_consolidation,936xx,CA,0
2685,60000,240,900,2,4,0,165000,0,20,9.05,1.01,6675.48,49.58,27.35,0,-10,Knowledge Universe,debt_consolidation,972xx,OR,0
2686,60000,240,900,1,10,0,235000,1,10,9.95,0,9159.35,18.1,16,1,339,Checker,credit_card,952xx,CA,1
2687,260000,240,4300,3,1,1,363000,1,10,7.89,1.01,15935,73.62,22.24,0,278,Operations and finance manager,credit_card,900xx,CA,0
2688,340000,300,4500,4,6,0,462000,1,10,6.95,0,28140.35,83.79,26.76,1,340,Allied Telesis,debt_consolidation,608xx,IL,0
2689,70000,240,1200,2,4,2,149000,1,10,3.89,0.01,5549.65,41.48,7.65,0,-9,Bank of America,debt_consolidation,070xx,NJ,0
2690,210000,240,3300,1,10,1,897000,1,20,8.89,0,113532,69.38,18.76,0,-497,Partner,credit_card,189xx,PA,1
2691,90000,240,1500,2,10,0,250000,0,20,11.89,1,9158.48,60.4,30.65,0,344,flight attendant,debt_consolidation,302xx,GA,1
2693,240000,240,3700,1,9,0,459000,1,20,8.95,0,38040.35,37.72,23.24,0,382,Assistant City Attorney,debt_consolidation,796xx,TX,1
2696,120000,240,1900,1,9,0,432000,1,10,16,0,2214.65,3.71,34.24,0,340,Linde Gas NA LLC,debt_consolidation,605xx,IL,1
2697,90000,240,1300,1,1,0,156000,1,20,5.95,0.01,7071.65,47.5,24.65,0,313,Hillside Family of Agencies,small_business,147xx,NY,1
2699,240000,300,2400,1,3,2,519000,1,10,19.05,0,20463.35,39.04,32.76,1,309,Accounts payable specialist,debt_consolidation,786xx,TX,1
2700,120000,240,1800,1,1,1,225000,0,20,9.84,0,19235.35,61.76,17.12,0,278,Administrative Director,credit_card,954xx,CA,1
2702,110000,300,1400,4,10,1,372000,1,20,13,0.01,41229,76.26,19.24,1,341,Professor,debt_consolidation,112xx,NY,0
2705,120000,300,1800,7,5,0,172000,0,20,9.89,0.99,8687.83,48.7,32.76,1,470,Customer Service,debt_consolidation,284xx,NC,0
2707,50000,240,800,2,3,1,200000,1,20,9.95,0.01,5904.17,63.81,39.12,1,-3,Asset Protection Associate,debt_consolidation,308xx,GA,1
2708,100000,300,1200,3,6,2,147000,1,20,12.16,0,7574.35,30.61,14.88,1,-1,Commercial Sales Manager,credit_card,940xx,CA,0
2711,200000,300,2200,2,10,1,228000,1,30,8.05,0.99,78769,54.52,21.12,1,362,CASE MANAGER ,debt_consolidation,800xx,CO,0
2713,200000,300,2300,3,10,0,447000,0,10,5.05,0.98,6270.17,62.52,28,1,498,Building Engineer,debt_consolidation,115xx,NY,1
2715,120000,240,1900,2,4,0,391000,1,20,14,0,23582.65,67.78,39,0,568,Owner/President Financial Advisor,credit_card,481xx,MI,1
2716,140000,240,2300,2,10,1,171000,0,30,16.16,-0.01,15800.52,32.24,31.88,0,336,Supervisor,debt_consolidation,920xx,CA,0
2717,90000,240,1400,1,10,0,312000,0,10,6,0.01,16317.83,88.52,19.12,0,277,assistant manager,car,563xx,MN,1
2718,200000,300,2200,2,10,0,444000,1,30,15.11,-0.01,19339.17,62.1,29.12,1,299,Lega Assistant ,credit_card,797xx,TX,1
2719,10000,240,200,5,5,0,64000,1,20,8.16,0,9548,99.98,11,1,1,Teller,debt_consolidation,907xx,CA,0
2720,100000,240,1700,4,10,1,239000,1,30,20.05,-0.01,20206.17,69.19,42.24,1,2,Hospital manager,credit_card,982xx,WA,0
2722,170000,240,2700,2,7,0,364000,0,10,11.16,1,14181.65,68.4,22,1,282,Engineer,debt_consolidation,840xx,UT,1
2723,240000,300,2800,3,2,1,369000,1,10,9.11,0.01,29975.17,45.72,21,1,320,Manager,debt_consolidation,105xx,NY,0
2724,250000,240,3900,1,1,1,686000,1,10,8,0.01,668.17,6.68,28.88,1,285,Account Manager,debt_consolidation,920xx,CA,1
2725,60000,240,900,1,8,0,350000,0,20,15,1.99,12999.65,26.16,35.12,1,280,Ass. Manager,debt_consolidation,078xx,NJ,1
2728,250000,240,4200,2,1,0,850000,1,20,9,0.01,20228.48,71.44,23.65,1,340,"Director, Customer SUccess",debt_consolidation,461xx,IN,1
2729,60000,240,900,1,10,0,388000,0,20,13.16,0.01,10887.65,15.48,19.76,1,4,Imports manager,debt_consolidation,773xx,TX,1
2731,250000,240,3900,1,6,0,297000,1,0,6.11,-0.01,5986,25.84,26.35,1,3,eligibility worker,home_improvement,917xx,CA,1
2732,150000,240,2400,2,2,0,206000,0,20,6.89,1,4465.17,50.92,14.76,1,366,Prepress Technician,debt_consolidation,539xx,WI,0
2734,60000,240,1000,1,2,0,242000,1,20,8.11,0.01,252.83,0.98,37,1,5,International Advertising Manager,debt_consolidation,840xx,UT,1
2735,40000,240,600,1,1,1,285000,0,10,8.89,0,1571.65,6.66,37.24,1,394,Payroll Specialist,other,913xx,CA,1
2736,180000,300,1500,6,10,0,506000,1,20,13,0,14565.83,53.78,27.88,0,335,ADP Dealer Services,debt_consolidation,970xx,OR,0
2737,220000,240,3400,1,6,0,894000,1,20,17.05,0.01,92431.52,63.38,36.12,1,323,CRNA,debt_consolidation,800xx,CO,1
2738,180000,240,2900,2,4,0,490000,0,20,11.11,1.01,8754.17,34.72,18.12,1,327,Marketing Director,credit_card,900xx,CA,0
2740,350000,300,3900,3,10,1,665000,1,10,11.89,0.01,34203.17,78.68,31.76,1,386,Contracting Officer,credit_card,291xx,SC,1
2743,80000,240,1400,4,6,1,120000,0,10,5.95,0.98,4484.35,86.68,10.76,1,320,CCR,major_purchase,302xx,GA,0
2744,270000,300,3400,4,6,1,385000,1,10,8,0,9682.17,39.54,26.24,1,2,Tech,debt_consolidation,371xx,TN,0
2747,110000,240,2000,4,1,1,253000,1,20,20.95,1,5079.83,27,28.65,0,302,Mental Health Counselor,other,446xx,OH,0
2749,20000,240,400,2,10,1,603000,1,10,14.95,-0.01,12552.52,49.68,26.12,1,419,Locomotive Engineer,other,937xx,CA,0
2752,50000,240,900,3,4,0,213000,1,30,15.84,0,10470.83,49.84,27.76,0,-2,detailer,debt_consolidation,123xx,NY,0
2753,70000,240,1300,4,8,1,119000,1,30,8,-0.01,12272.83,77.09,17.12,1,-550,Cashier,moving,913xx,CA,0
2755,70000,240,1000,2,6,0,234000,1,30,8,0,25867.83,74.32,19.76,0,4,pipeline transportation,debt_consolidation,322xx,FL,1
2756,270000,300,3800,6,10,0,703000,1,30,11.05,0,20493,90.38,22.12,0,7,"SF Mechanical Services, Inc.",credit_card,751xx,TX,0
2757,300000,240,5000,3,2,1,971000,1,10,8.89,0,23919.83,81.7,27.76,0,-592,Physician,home_improvement,100xx,NY,0
2759,240000,300,2800,2,6,0,306000,1,20,11.84,0.01,10639,40.58,30.88,0,437,Admin. Asst.,debt_consolidation,331xx,FL,0
2761,30000,240,500,3,1,0,500000,1,20,10.89,-0.01,71161,60,28.12,0,409,retired,debt_consolidation,080xx,NJ,1
2763,140000,240,2400,4,9,2,190000,1,20,3.89,0,13016.65,95.88,13.76,1,-1,Lot manager,other,666xx,KS,0
2764,280000,300,3300,3,10,1,401000,0,10,9.05,0.01,22760.52,66.3,14.35,1,-4,merchant mariner,credit_card,235xx,VA,0
2765,200000,300,2300,3,2,0,350000,0,20,5.95,0.01,36028.17,91.78,18.76,1,341,Digital Marketing Manager,debt_consolidation,707xx,LA,0
2766,310000,240,5600,5,2,1,406000,1,20,8,0.01,41634.65,96.98,16.88,0,0,Accretive Health,credit_card,890xx,NV,0
2767,60000,240,1100,5,5,1,140000,0,0,5.84,0,78,1.06,7.88,0,-4,Baker,major_purchase,031xx,NH,0
2769,300000,300,3800,5,2,2,319000,1,30,17.89,0,20508,55.52,45.76,0,-1,Assistant Principal,credit_card,785xx,TX,0
2771,220000,300,2700,3,4,1,340000,1,20,9,-0.01,17589.83,83.66,25,0,290,"CR Laurence, Co.",debt_consolidation,900xx,CA,0
2773,60000,240,1000,2,10,0,1247000,1,10,12.95,0,53494.83,54.78,28.76,1,360,Sr. Account Executive,debt_consolidation,333xx,FL,0
2774,120000,300,1300,2,10,0,421000,0,20,10.84,-0.01,30478.65,46.44,35.88,1,271,Code Enforcement Officer,debt_consolidation,804xx,CO,0
2780,250000,240,4200,3,3,0,501000,1,10,17,0,6991.52,68.2,58.88,0,-3,Teacher,debt_consolidation,638xx,MO,0
2781,150000,300,1900,5,1,0,300000,1,30,9.05,0,9876.48,44.56,26.76,1,436,truck driver,debt_consolidation,430xx,OH,0
2783,220000,300,2400,2,10,0,378000,1,20,9.95,0.01,38836.83,52.76,28.88,0,374,Eaton Corporation,credit_card,626xx,IL,0
2786,80000,240,1300,2,8,1,152000,0,20,11.05,0,13527.65,61.02,22.76,0,3,INVENTORY CONTRL CLERK,debt_consolidation,891xx,NV,1
2790,80000,240,1400,4,10,1,256000,1,20,4.95,0,4843.83,76.96,13.88,1,5,Assistant Manager,debt_consolidation,700xx,LA,0
2791,110000,300,1400,5,5,1,263000,1,20,6.95,1.01,6899.65,62.44,19.24,0,6,Office Manager,debt_consolidation,945xx,CA,0
2793,120000,300,1700,6,10,1,210000,1,40,9.95,1,7503.48,72.9,13.76,0,4,Supervisor,debt_consolidation,926xx,CA,0
2795,50000,240,800,3,10,1,350000,1,20,11.95,0.01,32631.17,88.34,14,0,497,Administration,debt_consolidation,100xx,NY,1
2796,240000,240,4200,3,10,2,422000,1,20,8,-0.01,12536.65,97.14,34.24,1,0,Locomotive Engineer,debt_consolidation,856xx,AZ,0
2797,90000,240,1600,5,6,0,360000,1,10,4,0.01,1486.83,46.62,8.12,0,352,Contract Specialist,home_improvement,782xx,TX,0
2798,40000,240,700,2,2,0,222000,0,30,6.84,0,12597.65,50.86,26,1,378,Consultant,home_improvement,770xx,TX,0
2800,140000,300,1700,4,6,1,140000,1,20,8.95,1.01,4782,24.72,23.12,1,7,driver,debt_consolidation,891xx,NV,0
